"title","creator","subjects","materialtype","usageclass","checkouts","checkoutmonth","publicationyear"
"""You Are Not Expected to Understand This"": How 26 Lines of Code Changed the World (unabridged)","Torie Bosch","Computer Technology, Technology, Nonfiction","AUDIOBOOK","Digital","4","1","2023"
"Dress Your Family in Corduroy and Denim","David Sedaris","Nonfiction, Humor (Nonfiction)","EBOOK","Digital","8","1","2005"
"The weaving explorer : ingenious techniques, accessible tools & creative projects with yarn, paper, wire & more / Deborah Jarchow & Gwen W. Steege.","Jarchow, Deborah","Hand weaving, Hand weaving Patterns","BOOK","Physical","1","1","[2019]"
"City of the Plague God (unabridged)","Sarwat Chadda","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","AUDIOBOOK","Digital","2","1","2021"
"Unsheltered: A Novel","Barbara Kingsolver","Fiction, Literature, Historical Fiction","EBOOK","Digital","17","1","2018"
"Rikyū ni tazuneyo / Yamamoto Ken'ichi.","Yamamoto, Ken'ichi, 1956-2014","Sen Rikyu 1521 or 1522 1591 Fiction, Japanese tea masters Japan Fiction","BOOK","Physical","1","1","2009."
"Madame Bovary","Gustave Flaubert","Classic Literature, Fiction","EBOOK","Digital","6","1","2021"
"The boy whose face froze like that / by Lynn Plourde ; illustrated by Russ Cox.","Plourde, Lynn","Parent and child Juvenile fiction, Self acceptance Juvenile fiction, Picture books","BOOK","Physical","3","1","2020."
"Queenie Malone's Paradise Hotel: A Novel (unabridged)","Ruth Hogan","Fantasy, Fiction, Literature","AUDIOBOOK","Digital","2","1","2020"
"Great Dialogues of Plato","Plato","Literary Criticism, Philosophy, Nonfiction","EBOOK","Digital","2","1","2013"
"Social Skills for Kids: From Making Friends and Problem-Solving to Self-Control and Communication, 150+ Activities to Help Your Child Develop Essential Social Skills","Keri K. Powers","Family & Relationships, Health & Fitness, Self-Improvement, Nonfiction","EBOOK","Digital","3","1","2021"
"We Came Here to Shine: A Novel","Susie Orman Schnall","Fiction, Literature, Historical Fiction","EBOOK","Digital","2","1","2020"
"Unbound: A Tale of Love and Betrayal in Shanghai","Dina Gu Brumfield","Fiction, Literature","EBOOK","Digital","1","1","2020"
"How to paint colour & light in watercolour / Jean Haines.","Haines, Jean","Watercolor painting Technique, Color in art, Light in art","BOOK","Physical","1","1","2010."
"Grace : the Jeff Buckley story / written by Tiffanie DeBartolo ; art by Pascal Dizin and Lisa Reist.","DeBartolo, Tiffanie","Buckley Jeff 1966 1997, Buckley Jeff 1966 1997 Comic books strips etc, Musicians United States Biography, Musicians United States Comic books strips etc, Autobiographical comics, Nonfiction comics, Graphic novels","BOOK","Physical","1","1","2019."
"Every Vow You Break: A Novel","Peter Swanson","Fiction, Literature, Suspense, Thriller","EBOOK","Digital","14","1","2021"
"The Angels' Share: Bourbon Kings Series, Book 2 (unabridged)","J.R. Ward","Fiction, Literature, Romance","AUDIOBOOK","Digital","1","1","2016"
"Drawing is for everyone : simple lessons to make your creative practice a daily habit / Kateri Ewing.","Ewing, Kateri","Drawing Technique, Pencil drawing, Pen drawing, Drawing, Instructional and educational works, Illustrated works","BOOK","Physical","1","1","2021."
"Reached: Matched Trilogy, Book 3 (unabridged)","Ally Condie","Fantasy, Romance, Young Adult Fiction, Young Adult Literature","AUDIOBOOK","Digital","2","1","2014"
"The garden plot / by Franklin W Dixon ; illustrated by Santy Gutiérrez.","Dixon, Franklin W.","Brothers Juvenile fiction, Gardens Juvenile fiction, Vandalism Juvenile fiction, Brothers Fiction, Mystery and detective stories, Detective and mystery fiction, Novels","BOOK","Physical","1","1","2022."
"I dream of trains / by Angela Johnson ; illustrated by Loren Long.","Johnson, Angela, 1961-","Jones Casey 1863 1900 Juvenile fiction, Railroad stories, Cotton picking Juvenile fiction, Fathers and sons Juvenile fiction, African Americans Mississippi Juvenile fiction, Mississippi Juvenile fiction","BOOK","Physical","3","1","©2003."
"All the Ugly and Wonderful Things: A Novel","Bryn Greenwood","Fiction, Literature","EBOOK","Digital","12","1","2016"
"Haunted: Hannah Smith Series, Book 3 (unabridged)","Randy Wayne White","Fiction, Mystery, Suspense, Thriller","AUDIOBOOK","Digital","2","1","2014"
"Scary stories to tell in the dark","AA. VV.","Juvenile Fiction, Juvenile Literature","EBOOK","Digital","2","1","2020"
"The Other Side of Sadness: What the New Science of Bereavement Tells Us About Life After Loss","George A. Bonanno","Self-Improvement, Nonfiction","EBOOK","Digital","2","1","2011"
"The Speckled Beauty: A Dog and His People (unabridged)","Rick Bragg","Biography & Autobiography, Pets, Nonfiction, Humor (Nonfiction)","AUDIOBOOK","Digital","1","1","2021"
"See You in the Piazza: New Places to Discover in Italy (unabridged)","Frances Mayes","Biography & Autobiography, Travel, Nonfiction","AUDIOBOOK","Digital","2","1","2019"
"52 Shabbats: Friday Night Dinners Inspired by a Global Jewish Kitchen","Faith Kramer","Cooking & Food, Essays, Nonfiction","EBOOK","Digital","4","1","2021"
"Pokémon visual companion / written by Simcha Whitehill, Lawrence Neves, Katherine Fang, Cris Silvestri and Glenn Dakin.","Whitehill, Simcha","Pok‚mon Game Juvenile literature, Pok‚mon Fictitious characters Juvenile literature, Video games Juvenile literature, Literature, Handbooks and manuals","BOOK","Physical","11","1","2022."
"Extreme bridges / Ann O. Squire.","Squire, Ann","Bridges Juvenile literature, Civil engineering Juvenile literature","BOOK","Physical","1","1","2015."
"Fruits basket. 3 / Natsuki Takaya ; translation: Sheldon Drzka ; lettering: Lys Blakeslee.","Takaya, Natsuki, 1973-","Orphans Comic books strips etc, Magic Comic books strips etc, Astrology Chinese Comic books strips etc, Fantasy comics, Comics Graphic works, Graphic novels","BOOK","Physical","2","1","2016."
"The spring book / Todd Parr.","Parr, Todd","Spring Juvenile fiction, Picture books","BOOK","Physical","6","1","2021."
"Onward and upward in the garden / Katharine S. White ; edited and with an introduction by E.B. White.","White, Katharine Sergeant Angell","Gardening Book reviews, Seeds Catalogs Book reviews, Nursery stock Catalogs Book reviews, Gardens Book reviews, Flower arrangement Book reviews, Book reviews, Catalogs","BOOK","Physical","1","1","[2015]"
"Puppy bus / Drew Brockington.","Brockington, Drew","First day of school Juvenile fiction, School buses Juvenile fiction, Puppies Juvenile fiction, Humorous stories, Animal fiction, Picture books","BOOK","Physical","9","1","2022."
"Love, Alice","Barbara Davis","Fiction, Literature, Historical Fiction","EBOOK","Digital","1","1","2016"
"Magic Days: Your Journey Through the Astrology, Numerology, and Tarot of Every Day of the Year","Nadine Jane","New Age, Nonfiction","EBOOK","Digital","5","1","2022"
"Walking with God through Pain and Suffering","Timothy Keller","Christian Nonfiction, Religion & Spirituality, Nonfiction","EBOOK","Digital","1","1","2014"
"The Witch Haven (unabridged)","Sasha Peyton Smith","Fantasy, Romance, Historical Fiction, Young Adult Fiction","AUDIOBOOK","Digital","4","1","2021"
"The School for Good and Evil 1: Es kann nur eine geben","Soman Chainani","Fantasy, Juvenile Fiction, Juvenile Literature","EBOOK","Digital","2","1","2018"
"How to Speak Machine: Computational Thinking for the Rest of Us (unabridged)","John Maeda","Business, Computer Technology, Technology, Nonfiction","AUDIOBOOK","Digital","5","1","2020"
"A grave talent / Laurie R. King.","King, Laurie R.","Martinelli Kate Fictitious character Fiction, Policewomen California San Francisco Fiction, Women painters Fiction, Female offenders Fiction, Detective and mystery fiction","BOOK","Physical","2","1","2014."
"The Sociopath Next Door: The Ruthless Versus the Rest of Us (unabridged)","Martha Stout","Business, Psychology, Nonfiction","AUDIOBOOK","Digital","6","1","2008"
"To the Far Blue Mountains: The Sacketts Series, Book 2 (unabridged)","Louis L'Amour","Fiction, Suspense, Western, Thriller","AUDIOBOOK","Digital","3","1","2013"
"Paris Daillencourt is about to crumble / Alexis Hall.","Hall, Alexis J.","Reality television programs Fiction, Baking Fiction, Bakers Fiction, Gay men Fiction, Gay fiction, Romance fiction, Novels","BOOK","Physical","8","1","2022."
"The Last Book On the Left: Stories of Murder and Mayhem from History's Most Notorious Serial Killers (unabridged)","Ben Kissel","History, True Crime, Nonfiction, Humor (Nonfiction)","AUDIOBOOK","Digital","4","1","2020"
"HBR's 10 Must Reads on Strategy: Including featured article ""What Is Strategy?"" by Michael E. Porter (unabridged)","Harvard Business Review","Business, Nonfiction","AUDIOBOOK","Digital","4","1","2022"
"Hiking Zion and Bryce Canyon National Parks : a guide to southwestern Utah's greatest hikes / Erik Molvar.","Molvar, Erik","Hiking Utah Zion National Park Guidebooks, Hiking Utah Bryce Canyon National Park Guidebooks, Zion National Park Utah Guidebooks, Bryce Canyon National Park Utah Guidebooks","BOOK","Physical","5","1","[2021]."
"The People, No: A Brief History of Anti-Populism","Thomas Frank","Politics, Nonfiction","EBOOK","Digital","2","1","2020"
"Save it for later : promises, parenthood, and the urgency of protest / by Nate Powell.","Powell, Nate","Powell Nate Comic books strips etc, Biographies, Fathers and daughters Comic books strips etc, Civil rights demonstrations United States Comic books strips etc, Protest movements Comic books strips etc, Graphic novels, Autobiographical comics, Comics Graphic works, Nonfiction comics","BOOK","Physical","1","1","2021."
"The Dark Tower: And Other Stories","C. S. Lewis","Fiction, Literature","EBOOK","Digital","3","1","2020"
"The Beckoning Lady","Margery Allingham","Fiction, Mystery, Historical Fiction","EBOOK","Digital","1","1","2019"
"Mouse Guard. [2], Winter 1152 / story & art by David Petersen.","Petersen, David, 1977-","Mice Comic books strips etc, Weasels Comic books strips etc, Cartoons and comics, Comic books strips etc, Fantasy comics, Graphic novels","BOOK","Physical","6","1","2019."
"Asian American Spies: How Asian Americans Helped Win the Allied Victory","Brian Masaru Hayashi","History, Military, Nonfiction","EBOOK","Digital","2","1","2021"
"Relentless pursuit : my fight for the victims of Jeffrey Epstein / Bradley J. Edwards with Brittany Henderson.","Edwards, Bradley J.","Epstein Jeffrey 1953 2019, Epstein Jeffrey 1953 2019 Trials litigation etc, Sex offenders United States, Sexual abuse victims United States, Political corruption United States, Biographies","BOOK","Physical","1","1","2020."
"Lafayette in the Somewhat United States (unabridged)","Sarah Vowell","History, Nonfiction","AUDIOBOOK","Digital","10","1","2015"
"X-Men blue. [Vol. 4], Cry havok / writer, Cullen Bunn ; letterer, VC's Joe Caramagna.","Bunn, Cullen","X Men Fictitious characters Comic books strips etc, Superheroes Comic books strips etc, Good and evil Comic books strips etc, Superhero comics, Science fiction comics, Graphic novels, Comics Graphic works","BOOK","Physical","1","1","[2018]"
"Wildest dreams / Robyn Carr.","Carr, Robyn","Single mothers Fiction, Triathletes Fiction, Man woman relationships Fiction, Large type books, Oregon Fiction, Love stories","BOOK","Physical","1","1","2015."
"Buddhism : an introduction to the Buddha's life, teachings, and practices / Joan Duncan Oliver.","Oliver, Joan Duncan","Gautama Buddha, Buddhism","BOOK","Physical","4","1","2019."
"Black Girl Baking: Wholesome Recipes Inspired by a Soulful Upbringing","Jerrelle Guy","Cooking & Food, Nonfiction","EBOOK","Digital","5","1","2020"
"Astrology For Dummies","Rae Orion","New Age, Nonfiction","EBOOK","Digital","2","1","2007"
"The Greek Myths","Robert Graves","Fiction, Mythology","EBOOK","Digital","3","1","2013"
"The lost centuries: from the Muslim empires to the Renaissance of Europe, 1145-1453 Sir John Glubb.","Glubb, John Bagot, Sir, 1897-1986","Crusades, Islamic Empire History","BOOK","Physical","1","1","[1967]"
"Charlie Bone and the Shadow (Children of the Red King, Book 7) (unabridged)","Jenny Nimmo","Fantasy, Juvenile Fiction","AUDIOBOOK","Digital","1","1","2011"
"The Lifeguards: A Novel","Amanda Eyre Ward","Fiction, Literature, Suspense, Thriller","EBOOK","Digital","3","1","2022"
"Astronaut / Lucy M. George ; [illustrated by] AndoTwin.","George, Lucy M.","Astronauts Juvenile fiction, Space stations Juvenile fiction","BOOK","Physical","1","1","[2016]"
"Last block standing! / by Nick Eliopulos ; cover illustrated by Luke Flowers ; interior illustrated by Chris Hill.","Eliopulos, Nick","Minecraft Game Juvenile fiction, Video games Juvenile fiction, Moving Household Juvenile fiction, Adventure and adventurers Fiction, Science fiction, Action and adventure fiction","BOOK","Physical","3","1","[2021]"
"Embroidery of the Greek islands and Epirus / Roderick Taylor ; with line drawings by Antony Maitland.","Taylor, Roderick","Embroidery Aegean Islands Greece and Turkey","BOOK","Physical","1","1","1998."
"City monster : a graphic novel / Reza Farazmand.","Farazmand, Reza","Monsters Comic books strips etc, Interpersonal relations Comic books strips etc, Graphic novels","BOOK","Physical","1","1","[2020]"
"Under the Southern Sky (unabridged)","Kristy Woodson Harvey","Fiction, Literature","AUDIOBOOK","Digital","1","1","2021"
"Family in six tones : a refugee mother, an American daughter / Lan Cao and Harlan Margaret Van Cao.","Cao, Lan, 1961-","Cao Lan 1961, Novelists American 20th century Biography, Women refugees United States Biography, Vietnamese American women Biography, Cao Harlan Margaret Van, Mothers and daughters United States Biography, Autobiographies, Biographies","BOOK","Physical","2","1","[2020]"
"The Sound of Glass","Karen White","Fiction, Literature, Mystery","EBOOK","Digital","3","1","2015"
"The leopard behind the moon / Mayonn Paasewe-Valchev ; illustrations by R. Gregory Christie.","Paasewe-Valchev, Mayonn","Villages Juvenile fiction, Friendship Juvenile fiction, Leopard Juvenile fiction, Adventure and adventurers Fiction, Villages Fiction, Friendship Fiction, Leopard Fiction, Fantasy fiction, Novels","BOOK","Physical","2","1","[2021]"
"Shut It Down: Stories from a Fierce, Loving Resistance (unabridged)","Lisa Fithian","Politics, Nonfiction","AUDIOBOOK","Digital","2","1","2020"
"The art of possibility / Rosamund Stone Zander, Benjamin Zander.","Zander, Rosamund Stone, 1942-","Possibility","BOOK","Physical","1","1","2002."
"Game of stars / Sayantani DasGupta ; illustrations by Vivienne To.","DasGupta, Sayantani","East Indian Americans Juvenile fiction, Princesses Juvenile fiction, Magic Juvenile fiction, Quests Expeditions Juvenile fiction, Fantasy, Adventure and adventurers Fiction","BOOK","Physical","3","1","2019."
"Count Zero: Sprawl Trilogy, Book 2","William Gibson","Fiction, Science Fiction, Suspense, Thriller","EBOOK","Digital","4","1","2016"
"Immortal: Fallen Angels Series, Book 6","J.R. Ward","Fantasy, Fiction, Romance","EBOOK","Digital","1","1","2014"
"This Too Shall Pass: A Novel (unabridged)","Milena Busquets","Fiction, Literature","AUDIOBOOK","Digital","1","1","2016"
"ILLM Selecting plants for Pacific Northwest gardens",,,"BOOK","Physical","2","1",
"Astray / Emma Donoghue.","Donoghue, Emma, 1969-","Large type books, Short stories","BOOK","Physical","1","1","2012."
